"NAICS_Code","Industry","Emission_With_Margins","Diff_From_Avg","Emission_Rank"
492110,Couriers and Express Delivery Services,0.25699999928474426,-0.129,171
492210,Local Messengers and Local Delivery,0.25699999928474426,-0.129,171
316110,Leather and Hide Tanning and Finishing,0.25600001215934753,-0.13,172
316210,Footwear Manufacturing,0.25600001215934753,-0.13,172
316992,Women's Handbag and Purse Manufacturing,0.25600001215934753,-0.13,172
316998,All Other Leather Good and Allied Product Manufacturing,0.25600001215934753,-0.13,172
236220,Commercial and Institutional Building Construction,0.25600001215934753,-0.13,172
333613,Mechanical Power Transmission Equipment Manufacturing,0.25099998712539673,-0.135,173
335121,Residential Electric Lighting Fixture Manufacturing,0.25,-0.136,174
335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",0.25,-0.136,174
335129,Other Lighting Equipment Manufacturing,0.25,-0.136,174
337121,Upholstered Household Furniture Manufacturing,0.24899999797344208,-0.137,175
624210,Community Food Services,0.24799999594688416,-0.138,176
624221,Temporary Shelters,0.24799999594688416,-0.138,176
624229,Other Community Housing Services,0.24799999594688416,-0.138,176
624230,Emergency and Other Relief Services,0.24799999594688416,-0.138,176
624310,Vocational Rehabilitation Services,0.24799999594688416,-0.138,176
336211,Motor Vehicle Body Manufacturing,0.24699999392032623,-0.139,177
333120,Construction Machinery Manufacturing,0.2460000067949295,-0.14,178
336611,Ship Building and Repairing,0.24500000476837158,-0.141,179
238110,Poured Concrete Foundation and Structure Contractors,0.24500000476837158,-0.141,179
238120,Structural Steel and Precast Concrete Contractors,0.24500000476837158,-0.141,179
238130,Framing Contractors,0.24500000476837158,-0.141,179
238140,Masonry Contractors,0.24500000476837158,-0.141,179
238150,Glass and Glazing Contractors,0.24500000476837158,-0.141,179
238160,Roofing Contractors,0.24500000476837158,-0.141,179
238170,Siding Contractors,0.24500000476837158,-0.141,179
238190,"Other Foundation, Structure, and Building Exterior Contractors",0.24500000476837158,-0.141,179
238210,Electrical Contractors and Other Wiring Installation Contractors,0.24500000476837158,-0.141,179
238220,"Plumbing, Heating, and Air-Conditioning Contractors",0.24500000476837158,-0.141,179
238290,Other Building Equipment Contractors,0.24500000476837158,-0.141,179
238310,Drywall and Insulation Contractors,0.24500000476837158,-0.141,179
238320,Painting and Wall Covering Contractors,0.24500000476837158,-0.141,179
238330,Flooring Contractors,0.24500000476837158,-0.141,179
238340,Tile and Terrazzo Contractors,0.24500000476837158,-0.141,179
238350,Finish Carpentry Contractors,0.24500000476837158,-0.141,179
238390,Other Building Finishing Contractors,0.24500000476837158,-0.141,179
238910,Site Preparation Contractors,0.24500000476837158,-0.141,179
238990,All Other Specialty Trade Contractors,0.24500000476837158,-0.141,179
327910,Abrasive Product Manufacturing,0.24400000274181366,-0.142,180
333318,Other Commercial and Service Industry Machinery Manufacturing,0.24400000274181366,-0.142,180
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.24199999868869781,-0.144,181
332919,Other Metal Valve and Pipe Fitting Manufacturing,0.23999999463558197,-0.146,182
332911,Industrial Valve Manufacturing,0.23999999463558197,-0.146,182
332912,Fluid Power Valve and Hose Fitting Manufacturing,0.23999999463558197,-0.146,182
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",0.23999999463558197,-0.146,182
332216,Saw Blade and Handtool Manufacturing,0.23999999463558197,-0.146,182
335313,Switchgear and Switchboard Apparatus Manufacturing,0.23999999463558197,-0.146,182
237210,Land Subdivision,0.23899999260902405,-0.147,183
445110,Supermarkets and Other Grocery (except Convenience) Stores,0.23800000548362732,-0.148,184
445120,Convenience Stores,0.23800000548362732,-0.148,184
445210,Meat Markets,0.23800000548362732,-0.148,184
445220,Fish and Seafood Markets,0.23800000548362732,-0.148,184
445230,Fruit and Vegetable Markets,0.23800000548362732,-0.148,184
445291,Baked Goods Stores,0.23800000548362732,-0.148,184
445292,Confectionery and Nut Stores,0.23800000548362732,-0.148,184
445299,All Other Specialty Food Stores,0.23800000548362732,-0.148,184
445310,"Beer, Wine, and Liquor Stores",0.23800000548362732,-0.148,184
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.23600000143051147,-0.15,185
424410,General Line Grocery Merchant Wholesalers,0.23499999940395355,-0.151,186
424420,Packaged Frozen Food Merchant Wholesalers,0.23499999940395355,-0.151,186
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,0.23499999940395355,-0.151,186
424440,Poultry and Poultry Product Merchant Wholesalers,0.23499999940395355,-0.151,186
424450,Confectionery Merchant Wholesalers,0.23499999940395355,-0.151,186
424460,Fish and Seafood Merchant Wholesalers,0.23499999940395355,-0.151,186
424470,Meat and Meat Product Merchant Wholesalers,0.23499999940395355,-0.151,186
424480,Fresh Fruit and Vegetable Merchant Wholesalers,0.23499999940395355,-0.151,186
424490,Other Grocery and Related Products Merchant Wholesalers,0.23499999940395355,-0.151,186
332410,Power Boiler and Heat Exchanger Manufacturing,0.23399999737739563,-0.152,187
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",0.2329999953508377,-0.153,188
335312,Motor and Generator Manufacturing,0.2290000021457672,-0.157,189
336991,"Motorcycle, Bicycle, and Parts Manufacturing",0.2290000021457672,-0.157,189
339920,Sporting and Athletic Goods Manufacturing,0.2280000001192093,-0.158,190
335220,Major Household Appliance Manufacturing,0.2280000001192093,-0.158,190
335912,Primary Battery Manufacturing,0.22699999809265137,-0.159,191
333994,Industrial Process Furnace and Oven Manufacturing,0.22599999606609344,-0.16,192
337910,Mattress Manufacturing,0.22499999403953552,-0.161,193
337920,Blind and Shade Manufacturing,0.22499999403953552,-0.161,193
339991,"Gasket, Packing, and Sealing Device Manufacturing",0.22499999403953552,-0.161,193
339992,Musical Instrument Manufacturing,0.22499999403953552,-0.161,193
339993,"Fastener, Button, Needle, and Pin Manufacturing",0.22499999403953552,-0.161,193
339994,"Broom, Brush, and Mop Manufacturing",0.22499999403953552,-0.161,193
339995,Burial Casket Manufacturing,0.22499999403953552,-0.161,193
339999,All Other Miscellaneous Manufacturing,0.22499999403953552,-0.161,193
332510,Hardware Manufacturing,0.2199999988079071,-0.166,194
314120,Curtain and Linen Mills,0.2199999988079071,-0.166,194
321211,Hardwood Veneer and Plywood Manufacturing,0.21799999475479126,-0.168,195
321212,Softwood Veneer and Plywood Manufacturing,0.21799999475479126,-0.168,195
321213,Engineered Wood Member (except Truss) Manufacturing,0.21799999475479126,-0.168,195
321214,Truss Manufacturing,0.21799999475479126,-0.168,195
321219,Reconstituted Wood Product Manufacturing,0.21799999475479126,-0.168,195
333912,Air and Gas Compressor Manufacturing,0.21799999475479126,-0.168,195
722511,Full-Service Restaurants,0.21799999475479126,-0.168,195
333242,Semiconductor Machinery Manufacturing,0.21699999272823334,-0.169,196
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,0.2150000035762787,-0.171,197
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.2150000035762787,-0.171,197
337122,Nonupholstered Wood Household Furniture Manufacturing,0.21299999952316284,-0.173,198
561210,Facilities Support Services,0.21299999952316284,-0.173,198
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",0.20999999344348907,-0.176,199
333244,Printing Machinery and Equipment Manufacturing,0.20999999344348907,-0.176,199
333249,Other Industrial Machinery Manufacturing,0.20999999344348907,-0.176,199
333241,Food Product Machinery Manufacturing,0.20999999344348907,-0.176,199
312130,Wineries,0.20999999344348907,-0.176,199
487110,"Scenic and Sightseeing Transportation, Land",0.20800000429153442,-0.178,200
487210,"Scenic and Sightseeing Transportation, Water",0.20800000429153442,-0.178,200
487990,"Scenic and Sightseeing Transportation, Other",0.20800000429153442,-0.178,200
488111,Air Traffic Control,0.20800000429153442,-0.178,200
488119,Other Airport Operations,0.20800000429153442,-0.178,200
488190,Other Support Activities for Air Transportation,0.20800000429153442,-0.178,200
488210,Support Activities for Rail Transportation,0.20800000429153442,-0.178,200
488310,Port and Harbor Operations,0.20800000429153442,-0.178,200
488320,Marine Cargo Handling,0.20800000429153442,-0.178,200
488330,Navigational Services to Shipping,0.20800000429153442,-0.178,200
488390,Other Support Activities for Water Transportation,0.20800000429153442,-0.178,200
488410,Motor Vehicle Towing,0.20800000429153442,-0.178,200
488490,Other Support Activities for Road Transportation,0.20800000429153442,-0.178,200
488510,Freight Transportation Arrangement,0.20800000429153442,-0.178,200
488991,Packing and Crating,0.20800000429153442,-0.178,200
488999,All Other Support Activities for Transportation,0.20800000429153442,-0.178,200
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,0.2070000022649765,-0.179,201
448110,Men's Clothing Stores,0.20399999618530273,-0.182,202
448120,Women's Clothing Stores,0.20399999618530273,-0.182,202
448130,Children's and Infants' Clothing Stores,0.20399999618530273,-0.182,202
448140,Family Clothing Stores,0.20399999618530273,-0.182,202
448150,Clothing Accessories Stores,0.20399999618530273,-0.182,202
448190,Other Clothing Stores,0.20399999618530273,-0.182,202
448210,Shoe Stores,0.20399999618530273,-0.182,202
448310,Jewelry Stores,0.20399999618530273,-0.182,202
448320,Luggage and Leather Goods Stores,0.20399999618530273,-0.182,202
333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.20200000703334808,-0.184,203
336213,Motor Home Manufacturing,0.20200000703334808,-0.184,203
334210,Telephone Apparatus Manufacturing,0.20100000500679016,-0.185,204
321920,Wood Container and Pallet Manufacturing,0.20000000298023224,-0.186,205
321991,Manufactured Home (Mobile Home) Manufacturing,0.20000000298023224,-0.186,205
321992,Prefabricated Wood Building Manufacturing,0.20000000298023224,-0.186,205
321999,All Other Miscellaneous Wood Product Manufacturing,0.20000000298023224,-0.186,205
325620,Toilet Preparation Manufacturing,0.19900000095367432,-0.187,206
334517,Irradiation Apparatus Manufacturing,0.19699999690055847,-0.189,207
562111,Solid Waste Collection,0.19699999690055847,-0.189,207
813110,Religious Organizations,0.19699999690055847,-0.189,207
447110,Gasoline Stations with Convenience Stores,0.19599999487400055,-0.19,208
447190,Other Gasoline Stations,0.19599999487400055,-0.19,208
337110,Wood Kitchen Cabinet and Countertop Manufacturing,0.19599999487400055,-0.19,208
236117,New Housing For-Sale Builders,0.19499999284744263,-0.191,209
332992,Small Arms Ammunition Manufacturing,0.1940000057220459,-0.192,210
332993,Ammunition (except Small Arms) Manufacturing,0.1940000057220459,-0.192,210
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",0.1940000057220459,-0.192,210
452210,Department Stores,0.1940000057220459,-0.192,210
452311,Warehouse Clubs and Supercenters,0.1940000057220459,-0.192,210
452319,All Other General Merchandise Stores,0.1940000057220459,-0.192,210
332913,Plumbing Fixture Fitting and Trim Manufacturing,0.19300000369548798,-0.193,211
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,0.19200000166893005,-0.194,212
339112,Surgical and Medical Instrument Manufacturing,0.1899999976158142,-0.196,213
491110,Postal Service,0.1899999976158142,-0.196,213
339930,"Doll, Toy, and Game Manufacturing",0.18700000643730164,-0.199,214
424510,Grain and Field Bean Merchant Wholesalers,0.18700000643730164,-0.199,214
424520,Livestock Merchant Wholesalers,0.18700000643730164,-0.199,214
424590,Other Farm Product Raw Material Merchant Wholesalers,0.18700000643730164,-0.199,214
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,0.18700000643730164,-0.199,214
424690,Other Chemical and Allied Products Merchant Wholesalers,0.18700000643730164,-0.199,214
424110,Printing and Writing Paper Merchant Wholesalers,0.18700000643730164,-0.199,214
424120,Stationery and Office Supplies Merchant Wholesalers,0.18700000643730164,-0.199,214
424130,Industrial and Personal Service Paper Merchant Wholesalers,0.18700000643730164,-0.199,214
424810,Beer and Ale Merchant Wholesalers,0.18700000643730164,-0.199,214
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,0.18700000643730164,-0.199,214
424910,Farm Supplies Merchant Wholesalers,0.18700000643730164,-0.199,214
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",0.18700000643730164,-0.199,214
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",0.18700000643730164,-0.199,214
424940,Tobacco and Tobacco Product Merchant Wholesalers,0.18700000643730164,-0.199,214
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",0.18700000643730164,-0.199,214
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,0.18700000643730164,-0.199,214
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.18700000643730164,-0.199,214
424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,0.18700000643730164,-0.199,214
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",0.18700000643730164,-0.199,214
424340,Footwear Merchant Wholesalers,0.18700000643730164,-0.199,214
321911,Wood Window and Door Manufacturing,0.18700000643730164,-0.199,214
321912,"Cut Stock, Resawing Lumber, and Planing",0.18700000643730164,-0.199,214
321918,Other Millwork (including Flooring),0.18700000643730164,-0.199,214
333993,Packaging Machinery Manufacturing,0.1860000044107437,-0.2,215
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,0.18299999833106995,-0.203,216
721110,Hotels (except Casino Hotels) and Motels,0.18299999833106995,-0.203,216
721120,Casino Hotels,0.18299999833106995,-0.203,216
721191,Bed-and-Breakfast Inns,0.18299999833106995,-0.203,216
721199,All Other Traveler Accommodation,0.18299999833106995,-0.203,216
721211,RV (Recreational Vehicle) Parks and Campgrounds,0.18299999833106995,-0.203,216
721214,Recreational and Vacation Camps (except Campgrounds),0.18299999833106995,-0.203,216
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",0.18299999833106995,-0.203,216
621910,Ambulance Services,0.1809999942779541,-0.205,217
621991,Blood and Organ Banks,0.1809999942779541,-0.205,217
621999,All Other Miscellaneous Ambulatory Health Care Services,0.1809999942779541,-0.205,217
333316,Photographic and Photocopying Equipment Manufacturing,0.17900000512599945,-0.207,218
333314,Optical Instrument and Lens Manufacturing,0.17800000309944153,-0.208,219
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,0.17599999904632568,-0.21,220
541713,Research and Development in Nanotechnology,0.17399999499320984,-0.212,221
541714,Research and Development in Biotechnology (except Nanobiotechnology),0.17399999499320984,-0.212,221
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",0.17399999499320984,-0.212,221
541720,Research and Development in the Social Sciences and Humanities,0.17399999499320984,-0.212,221
339113,Surgical Appliance and Supplies Manufacturing,0.17000000178813934,-0.216,222
339114,Dental Equipment and Supplies Manufacturing,0.17000000178813934,-0.216,222
611210,Junior Colleges,0.1679999977350235,-0.218,223
611310,"Colleges, Universities, and Professional Schools",0.1679999977350235,-0.218,223
517312,Wireless Telecommunications Carriers (except Satellite),0.1679999977350235,-0.218,223
561710,Exterminating and Pest Control Services,0.16699999570846558,-0.219,224
561720,Janitorial Services,0.16699999570846558,-0.219,224
561730,Landscaping Services,0.16699999570846558,-0.219,224
561740,Carpet and Upholstery Cleaning Services,0.16699999570846558,-0.219,224
561790,Other Services to Buildings and Dwellings,0.16699999570846558,-0.219,224
334412,Bare Printed Circuit Board Manufacturing,0.16699999570846558,-0.219,224
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",0.16699999570846558,-0.219,224
334417,Electronic Connector Manufacturing,0.16699999570846558,-0.219,224
334419,Other Electronic Component Manufacturing,0.16699999570846558,-0.219,224
336612,Boat Building,0.16599999368190765,-0.22,225
236115,New Single-Family Housing Construction (except For-Sale Builders),0.16599999368190765,-0.22,225
624410,Child Day Care Services,0.16599999368190765,-0.22,225
525110,Pension Funds,0.16599999368190765,-0.22,225
525120,Health and Welfare Funds,0.16599999368190765,-0.22,225
525190,Other Insurance Funds,0.16599999368190765,-0.22,225
525910,Open-End Investment Funds,0.16599999368190765,-0.22,225
525920,"Trusts, Estates, and Agency Accounts",0.16599999368190765,-0.22,225
525990,Other Financial Vehicles,0.16599999368190765,-0.22,225
333991,Power-Driven Handtool Manufacturing,0.16500000655651093,-0.221,226
336414,Guided Missile and Space Vehicle Manufacturing,0.164000004529953,-0.222,227
442110,Furniture Stores,0.16300000250339508,-0.223,228
442210,Floor Covering Stores,0.16300000250339508,-0.223,228
442291,Window Treatment Stores,0.16300000250339508,-0.223,228
442299,All Other Home Furnishings Stores,0.16300000250339508,-0.223,228
443141,Household Appliance Stores,0.16300000250339508,-0.223,228
443142,Electronics Stores,0.16300000250339508,-0.223,228
453110,Florists,0.16300000250339508,-0.223,228
453210,Office Supplies and Stationery Stores,0.16300000250339508,-0.223,228
453220,"Gift, Novelty, and Souvenir Stores",0.16300000250339508,-0.223,228
453310,Used Merchandise Stores,0.16300000250339508,-0.223,228
453910,Pet and Pet Supplies Stores,0.16300000250339508,-0.223,228
453920,Art Dealers,0.16300000250339508,-0.223,228
453930,Manufactured (Mobile) Home Dealers,0.16300000250339508,-0.223,228
453991,Tobacco Stores,0.16300000250339508,-0.223,228
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.16300000250339508,-0.223,228
451110,Sporting Goods Stores,0.16300000250339508,-0.223,228
451120,"Hobby, Toy, and Game Stores",0.16300000250339508,-0.223,228
451130,"Sewing, Needlework, and Piece Goods Stores",0.16300000250339508,-0.223,228
451140,Musical Instrument and Supplies Stores,0.16300000250339508,-0.223,228
451211,Book Stores,0.16300000250339508,-0.223,228
451212,News Dealers and Newsstands,0.16300000250339508,-0.223,228
623990,Other Residential Care Facilities,0.16300000250339508,-0.223,228
623210,Residential Intellectual and Developmental Disability Facilities,0.16300000250339508,-0.223,228
623220,Residential Mental Health and Substance Abuse Facilities,0.16300000250339508,-0.223,228
562910,Remediation Services,0.16300000250339508,-0.223,228
713210,Casinos (except Casino Hotels),0.16300000250339508,-0.223,228
713290,Other Gambling Industries,0.16300000250339508,-0.223,228
812310,Coin-Operated Laundries and Drycleaners,0.16200000047683716,-0.224,229
812320,Drycleaning and Laundry Services (except Coin-Operated),0.16200000047683716,-0.224,229
812331,Linen Supply,0.16200000047683716,-0.224,229
812332,Industrial Launderers,0.16200000047683716,-0.224,229
511140,Directory and Mailing List Publishers,0.1599999964237213,-0.226,230
511191,Greeting Card Publishers,0.1599999964237213,-0.226,230
511199,All Other Publishers,0.1599999964237213,-0.226,230
562920,Materials Recovery Facilities,0.15800000727176666,-0.228,231
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,0.15800000727176666,-0.228,231
623311,Continuing Care Retirement Communities,0.15700000524520874,-0.229,232
623312,Assisted Living Facilities for the Elderly,0.15700000524520874,-0.229,232
622110,General Medical and Surgical Hospitals,0.15700000524520874,-0.229,232
622210,Psychiatric and Substance Abuse Hospitals,0.15700000524520874,-0.229,232
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,0.15700000524520874,-0.229,232
623110,Nursing Care Facilities (Skilled Nursing Facilities),0.15700000524520874,-0.229,232
712110,Museums,0.15600000321865082,-0.23,233
712120,Historical Sites,0.15600000321865082,-0.23,233
712130,Zoos and Botanical Gardens,0.15600000321865082,-0.23,233
712190,Nature Parks and Other Similar Institutions,0.15600000321865082,-0.23,233
339910,Jewelry and Silverware Manufacturing,0.15600000321865082,-0.23,233
722514,"Cafeterias, Grill Buffets, and Buffets",0.1550000011920929,-0.231,234
722515,Snack and Nonalcoholic Beverage Bars,0.1550000011920929,-0.231,234
722310,Food Service Contractors,0.1550000011920929,-0.231,234
722320,Caterers,0.1550000011920929,-0.231,234
722330,Mobile Food Services,0.1550000011920929,-0.231,234
722410,Drinking Places (Alcoholic Beverages),0.1550000011920929,-0.231,234
335314,Relay and Industrial Control Manufacturing,0.15299999713897705,-0.233,235
446110,Pharmacies and Drug Stores,0.1509999930858612,-0.235,236
446120,"Cosmetics, Beauty Supplies, and Perfume Stores",0.1509999930858612,-0.235,236
446130,Optical Goods Stores,0.1509999930858612,-0.235,236
446191,Food (Health) Supplement Stores,0.1509999930858612,-0.235,236
446199,All Other Health and Personal Care Stores,0.1509999930858612,-0.235,236
336411,Aircraft Manufacturing,0.15000000596046448,-0.236,237
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,0.14900000393390656,-0.237,238
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,0.14900000393390656,-0.237,238
423130,Tire and Tube Merchant Wholesalers,0.14900000393390656,-0.237,238
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,0.14900000393390656,-0.237,238
518210,"Data Processing, Hosting, and Related Services",0.14800000190734863,-0.238,239
423210,Furniture Merchant Wholesalers,0.1469999998807907,-0.239,240
423220,Home Furnishing Merchant Wholesalers,0.1469999998807907,-0.239,240
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",0.1469999998807907,-0.239,240
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",0.1469999998807907,-0.239,240
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0.1469999998807907,-0.239,240
423390,Other Construction Material Merchant Wholesalers,0.1469999998807907,-0.239,240
423510,Metal Service Centers and Other Metal Merchant Wholesalers,0.1469999998807907,-0.239,240
423520,Coal and Other Mineral and Ore Merchant Wholesalers,0.1469999998807907,-0.239,240
423710,Hardware Merchant Wholesalers,0.1469999998807907,-0.239,240
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,0.1469999998807907,-0.239,240
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,0.1469999998807907,-0.239,240
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,0.1469999998807907,-0.239,240
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,0.1469999998807907,-0.239,240
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,0.1469999998807907,-0.239,240
423930,Recyclable Material Merchant Wholesalers,0.1469999998807907,-0.239,240
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",0.1469999998807907,-0.239,240
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,0.1469999998807907,-0.239,240
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,0.1459999978542328,-0.24,241
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,0.1459999978542328,-0.24,241
515210,Cable and Other Subscription Programming,0.1459999978542328,-0.24,241
624110,Child and Youth Services,0.14499999582767487,-0.241,242
624120,Services for the Elderly and Persons with Disabilities,0.14499999582767487,-0.241,242
624190,Other Individual and Family Services,0.14499999582767487,-0.241,242
315110,Hosiery and Sock Mills,0.14499999582767487,-0.241,242
315190,Other Apparel Knitting Mills,0.14499999582767487,-0.241,242
315210,Cut and Sew Apparel Contractors,0.14499999582767487,-0.241,242
315220,Men's and Boys' Cut and Sew Apparel Manufacturing,0.14499999582767487,-0.241,242
315240,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.14499999582767487,-0.241,242
315280,Other Cut and Sew Apparel Manufacturing,0.14499999582767487,-0.241,242
315990,Apparel Accessories and Other Apparel Manufacturing,0.14499999582767487,-0.241,242
325413,In-Vitro Diagnostic Substance Manufacturing,0.14300000667572021,-0.243,243
532111,Passenger Car Rental,0.14300000667572021,-0.243,243
532112,Passenger Car Leasing,0.14300000667572021,-0.243,243
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",0.14300000667572021,-0.243,243
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,0.1420000046491623,-0.244,244
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",0.14000000059604645,-0.246,245
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",0.14000000059604645,-0.246,245
532420,Office Machinery and Equipment Rental and Leasing,0.14000000059604645,-0.246,245
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.14000000059604645,-0.246,245
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,0.14000000059604645,-0.246,245
541940,Veterinary Services,0.13899999856948853,-0.247,246
713110,Amusement and Theme Parks,0.1379999965429306,-0.248,247
713120,Amusement Arcades,0.1379999965429306,-0.248,247
339115,Ophthalmic Goods Manufacturing,0.1379999965429306,-0.248,247
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",0.13699999451637268,-0.249,248
611110,Elementary and Secondary Schools,0.13699999451637268,-0.249,248
511120,Periodical Publishers,0.13600000739097595,-0.25,249
813410,Civic and Social Organizations,0.13600000739097595,-0.25,249
813910,Business Associations,0.13600000739097595,-0.25,249
813920,Professional Organizations,0.13600000739097595,-0.25,249
813930,Labor Unions and Similar Labor Organizations,0.13600000739097595,-0.25,249
813940,Political Organizations,0.13600000739097595,-0.25,249
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",0.13600000739097595,-0.25,249
334112,Computer Storage Device Manufacturing,0.13600000739097595,-0.25,249
334613,Blank Magnetic and Optical Recording Media Manufacturing,0.1340000033378601,-0.252,250
334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",0.1340000033378601,-0.252,250
532210,Consumer Electronics and Appliances Rental,0.1340000033378601,-0.252,250
532281,Formal Wear and Costume Rental,0.1340000033378601,-0.252,250
532282,Video Tape and Disc Rental,0.1340000033378601,-0.252,250
532283,Home Health Equipment Rental,0.1340000033378601,-0.252,250
532284,Recreational Goods Rental,0.1340000033378601,-0.252,250
532289,All Other Consumer Goods Rental,0.1340000033378601,-0.252,250
532310,General Rental Centers,0.1340000033378601,-0.252,250
511110,Newspaper Publishers,0.13099999725818634,-0.255,251
424210,Drugs and Druggists' Sundries Merchant Wholesalers,0.13099999725818634,-0.255,251
551111,Offices of Bank Holding Companies,0.12999999523162842,-0.256,252
551112,Offices of Other Holding Companies,0.12999999523162842,-0.256,252
551114,"Corporate, Subsidiary, and Regional Managing Offices",0.12999999523162842,-0.256,252
541810,Advertising Agencies,0.1289999932050705,-0.257,253
541820,Public Relations Agencies,0.1289999932050705,-0.257,253
541830,Media Buying Agencies,0.1289999932050705,-0.257,253
541840,Media Representatives,0.1289999932050705,-0.257,253
541850,Outdoor Advertising,0.1289999932050705,-0.257,253
541860,Direct Mail Advertising,0.1289999932050705,-0.257,253
541870,Advertising Material Distribution Services,0.1289999932050705,-0.257,253
541890,Other Services Related to Advertising,0.1289999932050705,-0.257,253
519130,Internet Publishing and Broadcasting and Web Search Portals,0.12800000607967377,-0.258,254
621511,Medical Laboratories,0.12700000405311584,-0.259,255
621512,Diagnostic Imaging Centers,0.12700000405311584,-0.259,255
811111,General Automotive Repair,0.12700000405311584,-0.259,255
811112,Automotive Exhaust System Repair,0.12700000405311584,-0.259,255
811113,Automotive Transmission Repair,0.12700000405311584,-0.259,255
811118,Other Automotive Mechanical and Electrical Repair and Maintenance,0.12700000405311584,-0.259,255
811121,"Automotive Body, Paint, and Interior Repair and Maintenance",0.12700000405311584,-0.259,255
811122,Automotive Glass Replacement Shops,0.12700000405311584,-0.259,255
811191,Automotive Oil Change and Lubrication Shops,0.12700000405311584,-0.259,255
811192,Car Washes,0.12700000405311584,-0.259,255
811198,All Other Automotive Repair and Maintenance,0.12700000405311584,-0.259,255
541310,Architectural Services,0.125,-0.261,256
541320,Landscape Architectural Services,0.125,-0.261,256
541330,Engineering Services,0.125,-0.261,256
541340,Drafting Services,0.125,-0.261,256
541350,Building Inspection Services,0.125,-0.261,256
541360,Geophysical Surveying and Mapping Services,0.125,-0.261,256
541370,Surveying and Mapping (except Geophysical) Services,0.125,-0.261,256
541380,Testing Laboratories,0.125,-0.261,256
511130,Book Publishers,0.125,-0.261,256
517410,Satellite Telecommunications,0.125,-0.261,256
517911,Telecommunications Resellers,0.125,-0.261,256
517919,All Other Telecommunications,0.125,-0.261,256
